id,name,Primary Term,Icon,Description,Sprache,Appointment Needed,Children Welcome,Volunteer,Accessible by public transport,Telephone,Email,Free entry,Entry cost,Web Address,Wheelchair Accessible,Street location,Stadt,Bundesland,Postal Code,latitude,longitude
48359,Kinder- und Jugendfarm Ramersdorf,Environmental Education,"Umweltbildung, Sport-/Naturspielplatz, Öko-Tour/Wanderweg, Garten, Geplante Parkanlage, Ökologischer Landschaftsbau","Görzer Straße 95, 81549 München, Allemagne ‎
+49 89 60062815
Die Kinder- und Jugendfarm Ramersdorf ist eine bauernhofähnliche Einrichtung die in der offenen Kinder- und Jugendarbeit tätig ist.
Die Einrichtung bietet ein breites Spektrum handwerklicher und landwirtschaftlicher Betätigungsfelder für Kinder und Jugendliche an. Diese dienen zur Entwicklung ihrer Talente, fördern das Erlernen von Schlüsselkompetenzen und geben Orientierungshilfe in ihrer Berufswahl.
Die pädagogischen Schwerpunkte liegen auf der Förderung der Sozial-, Selbst- und Umweltkompetenz und dem Versuch, gesellschaftliche Defizite in Familie und Umwelt auszugleichen.
Durch den Umgang mit den natürlichen Elementen, Pflanzen und Tieren entstehen Primärerfahrungen die dazu beitragen, Zusammenhänge und Abhängigkeiten zwischen Mensch und Natur zu verdeutlichen.
Im Garten und auf dem Gelände werden Obst, Gemüse, Blumen und Futterpflanzen angebaut. Die Ernteprodukte werden nach alten traditionellen Methoden verarbeitet und haltbar gemacht. Organische Abfälle wie Mist werden kompostiert und zur Bodenverbesserung aufgebracht. Durch die eigene Erfahrung des säens, hackens, Beete pflegen und ernten kann die Grundlage für eine tiefe Naturverbundenheit entstehen.
Die Müllvermeidung, die Müllverwertung und die ökologischen Stoffkreisläufe werden bei uns konsequent angewendet und aufgezeigt.
Nachwachsende Rohstoffe werden angebaut und genutzt. Schutzräume wie Kleinbiotope, Nisthilfen und Wildpflanzenbereiche haben bei uns einen hohen Stellenwert.
Unzählige Angebote  stehen den BesucherInnen der Farm kostenfrei zur Verfügung. Wir haben hier auf dem Gelände u.a. Nutztiere wie Laufenten, Hühner, Kaninchen, Bienen usw.
Ein großer Mischkulturgarten, zahlreiche Obstbäume, Beerensträucher, Nußbäume und Nutzpflanzen wie  Kopfweiden wurden gepflanzt.
Kleinbiotope wie Trockenmauern,  Kräuterdächer, Rohstoffhecken, Insektenhotels,
Totholzhaufen, Kräuter- und Wildblumenwiesen, Teiche usf. sind zu besichtigen. Regenerative Energien werden genutzt und anschaulich und praxisorientiert vermittelt. Wir nutzen z.B. die Sonne zum kochen, backen und dörren. Mittels eines Biomeilers wird unser Gewächshaus mit Mist und Grünabfällen durch den Rotteprozess beheizt.  Holz als nachwachsender Rohstoff wird CO2 neutral zum heizen unserer Räumlichkeiten, des Lagerfeuers und unseres Naturbackofens genutzt.
Ein naturnaher Lebensraum mitten in der Großstadt ist über die Jahre hier im Stadtteil Ramersdorf entstanden und gewachsen, der als Erholungs- und Erfahrungsraum für alle frei zugänglich ist.
Da wir im Feld der Umweltbildung  bzw. Bildung zur nachhaltigen Entwicklung sehr aktiv tätig sind, entwickelten wir ein  Projekt mit dem Namen „Cityfish meets tomato“. Dabei handelt es sich um ein Modelprojekt, dass BesucherInnen Stoffkreisläufe, regenerative Energie, urbanes Gärtnern und städtische Aquakulturnutzung in einem Gesamtkonzept anschaulich verdeutlicht.
Diese Polykreislaufanlage und viele weitere permakulturelle Projekte sind in unserer Einrichtung zu besichtigen.
Schulprojekte als außerschulische Bildungsmöglichkeit ergänzen unsere Angebotspalette. Dabei zeigen wir den Schülern z.B. wie man aus Milch, Butter und Käse gewinnt, wie man Brot im Holzofen bäckt, selbst Apfelsaft herstellt, was es heißt Imker zu sein oder wie ein Solarkocher funktioniert und vieles mehr.",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.104745,11.610882
50662,Pädagogische Aktion SPIELkultur e.V.,Environmental Education,Umweltbildung,"Die Pädagogische Aktion SPIELkultur e.V. ist seit mehr als 40 Jahren im Bereich der Kinder- und Jugendkulturbildung tätig. Es werden Projekte und Programme für Kinder und Jugendliche konzeptioniert und realisiert, vor allem mit den Akzenten: „kulturelle Medienbildung“, „Natur- und Sinneserfahrungen“, „urbanes Lernen“, sowie weitere zahlreiche spiel-, kunst-, kultur- und medienpädagogische Projekte. Hierzu zählen unter anderem Projekte aus dem Bereich Natur- und Sinneserfahrungen, Az.B. „Auf zu neuen Schafen!“, ein naturpädagogisches Projekt im Englischen Garten, „Gartenleben“ in Kooperation mit dem Gemeinschaftsgarten o’pflanzt is sowie Projekte aus dem Bereich der kulturellen Medienbildung, z.B. „LEO TV- Kinderreporter unterwegs“. Darüber hinaus gibt es zahlreiche Aktionen und Formate zu den Themen Stadterkundung, Spiel und viele mehr. Hierbei zählt vor allem für Kinder und Familien: „umsonst und draußen“. Vermehrt stärken wir im Kontext „urbanes Lernen“ die „Mobilisierung“ der Projekte und bieten auch kleinere Module aus einem großen POOL an Projekten an.
Kontaktdaten:
PA / SPIELkultur e.V.
Leopoldstraße 61
80802 München
http://www.spielkultur.de/
info@spielkultur.de
tel +49 89 2609208
fax +49 89 268575",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.161574,11.585501
50666,ANU Bayern e.V.,Environmental Education,Umweltbildung,"Kontaktdaten:
ANU Bayern e.V.
Arbeitsgemeinschaft Natur- und Umweltbildung
Welserstraße 23
81373 München
http://www.umweltbildung-bayern.de/
bayern@anu.de
Tel.: 089/51 99 64 57
Fax: 089/769 36 51",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.122430,11.533713
50667,Commit to Partnership e.V.,Environmental Education,Umweltbildung,"Kontaktdaten:
Commit to Partnership e.V.
Karl-Witthalm-Straße 30
81375 München
http://www.com-mit.org/index.php?id=194
info@com-mit.org
Tel: 089 / 28 97 63 59",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.117338,11.483315
50668,Echo e.V.,Environmental Education,Umweltbildung,"Kontaktdaten:
Echo e.V.
Helsinkistraße 100
81829 München
http://echo-ev.de/
office@echo-ev.de
Tel.: +49 (0) 89 - 94 30 48 45",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.128765,11.688954
50669,Familylab.de - die Familienwerkstatt,Environmental Education,Umweltbildung,"familylab.de ist die unabhängige Organisation für Weiterbildung im Sinne der Gleichwürdigkeit. In Deutschland gegründet, im Jahr 2006 von Mathias Voelchert der seither das Projekt leitet. familylab.de ist die Adresse für Eltern, Lehrer, Mitarbeiter in Unternehmen, die eine solide Basis im Umgang miteinander finden wollen. Für Menschen, die gerne ihre eigenen Werte, im Dialog mit den Erfahrungen von Jesper Juul und familylab bezüglich Familienleben und Kindererziehung, entwickeln wollen.
In der familienwerkstatt sind wir Spezialisten darin, Vorträge und Seminare zu gestalten, in denen Eltern und professionelle Fachleute Anregungen und Ideen zu ihrer Arbeit finden können. Und um die bestmögliche Chemie innerhalb der Familie, zwischen Kindern und Erwachsenen, wie auch in Beziehungen innerhalb von Schulen und Betrieben, zu schaffen.
Zum einen haben wir den Wunsch, durch Vorträge, Seminare, Workshops, Symposien, Bücher, Artikel und Filme für Eltern und für Fachleute, die psychosoziale Gesundheit und das Wohlergehen der heutigen und zukünftigen Eltern und Kinder zu verbessern. Damit wollen wir die vielen unterschiedlichen Familien darin unterstützen, gesunde Beziehungen zu schaffen, ohne Gewalt und Missbrauch bei Kindern, Jugendlichen und Erwachsenen.
Zum anderen wollen wir durch öffentliche Bildung, Dialoge, Formulierung von Werten und dem Verbreiten von relevanten, wissenschaftlichen Erkenntnisse die Art und Weise beeinflussen, wie Männer und Frauen über ihre Familien denken und sie aufbauen. Ebenso wollen wir die Werte und das Verhalten in Kinderkrippen, Kindergärten und Schulen so beeinflussen, dass eine optimale Umgebung für ein gemeinsames, soziales, emotionales, kreatives und akademisches Lernen entsteht.
Unsere Vision sind Familien, Institutionen und Gesellschaften mit viel weniger Gewalt, Missbrauch, Sucht und Vernachlässigung. Wir wollen allen guten Willen, Liebe und Hingabe mobilisieren, innerhalb von Familien, Organisationen, wie auch in der Gesellschaft als Ganzem.
»Das Schlüsselwort heißt Beziehung. Ihre Qualität entscheidet über unser Wohlbefinden und unsere Entwicklung als Mensch. Kinder werden mit allen wesentlichen menschlichen Qualitäten geboren und haben daher auch dieselbe Verletzlichkeit und Überlebensfähigkeit wie Erwachsene. Eltern zu sein bedeutet, eine Rolle im Leben einzunehmen, die uns vor große Herausforderungen stellt.  –  Das sogenannte Problem oder Symptom ist nicht so wichtig. Wichtig ist die Person, die das Symptom trägt. Wir können das Problem nicht lösen, aber wir können Menschen darin unterstützen, destruktive Systeme, Perspektiven und Verhalten ins Konstruktive zu wandeln.« Jesper Juul
Kontaktdaten:
familylab.de
die familienwerkstatt
Mathias Voelchert GmbH
Amalienstrasse 71
D - 80799 München
http://www.familylab.de/
info@familylab.de
Tel.: 089 - 219 499 71
Fax.: 089 - 22 807 200",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.150609,11.578477
50670,Input e.V.,Environmental Education,Umweltbildung,"Kontaktdaten:
Input e.V.
Sandstraße 41
80335 München
http://www.inputseminare.de/
info@inputseminare.de
Tel.: 089 291 604 63
Fax.: 089 291 344 5",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.150213,11.557032
50671,Kultur & Spielraum e.V. München,Environmental Education,Umweltbildung,"Kontaktdaten:
Kultur & Spielraum e.V. München
Ursulastraße 5
80802 München 
Tel.: (089) 34 16 76
Fax: (089) 34 16 77
http://www.kulturundspielraum.de/
info@kulturundspielraum.de",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.161475,11.590692
50672,oekom e. V.,Environmental Education,"Umweltbildung, Unabhängige Öko-Medien","Kontaktdaten:
oekom e. V. - Verein für ökologische Kommunikation e. V.
Waltherstr. 29
80337 München
http://www.oekom-verein.de/
info@oekom-verein.de
Tel.: +49 (0)89 / 54 41 84 11
Fax: +49 (0) 89 / 76 75 89 56",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.128605,11.559299
50673,Walderlebniszentrum Grünwald,Environmental Education,Umweltbildung,"Walderlebniszentrum Grünwald
Sauschütt
82031 Grünwald 
http://www.alf-eb.bayern.de/bildung/23732/index.php
kontakt@walderlebniszentrum-gruenwald.de 
Tel.: (089) 6 49 20 99
Fax: (089) 64 91 69 74",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.025894,11.525533
50674,Walderlebniszentrum Grünwald,Environmental Education,Umweltbildung,"Walderlebniszentrum Grünwald
Sauschütt
82031 Grünwald 
http://www.alf-eb.bayern.de/bildung/23732/index.php
kontakt@walderlebniszentrum-gruenwald.de 
Tel.: (089) 6 49 20 99
Fax: (089) 64 91 69 74",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.025894,11.525533
50970,Hochschule München,Environmental Education,Umweltbildung,"Kontaktdaten:
Hochschule München
Lothstr. 34
D-80335 München
http://hm.edu/
webmaster@hm.edu
Tel.: +49 (0) 89 12 65 - 0",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.153636,11.552998
50979,Institut für Angewandte Kulturelle Bildung (IAKB),Environmental Education,Umweltbildung,"Kontaktdaten:
Institut für Angewandte Kulturelle Bildung
Dachauer Straße 112d,
80636 München
http://www.iakb.de/
post@iakb.de
Tel.: +49.(0)89.32494946
Mobil: +49.(0)173.513 05 98",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.158111,11.549316
50980,Landesvereinigung Kulturelle Bildung Bayern e.V. (LKB:BY),Environmental Education,Umweltbildung,"Kontaktdaten:
Landesvereinigung Kulturelle Bildung Bayern e.V. (LKB:BY)
c/o Pädagogische Aktion/SPIELkultur e.V.
Leopoldstr. 61,
80802 München
http://www.lkb-by.de/
info@lkb-by.de
Fon: +49 (0)89.2 60 92 08
Fax: +49 (0)89.26 85 75",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.161580,11.585430
47688,Weltladen,Fair Trade,"Öko-Produkte, Grünes Unternehmen, Grünes Geschäft, Fair Trade, Sozialverantwortliches Unternehmen","Weißenburger Straße 14
81667 München ‎",,Termin nötig,Kinder erwünscht,No Volunteer Opportunities,Anschluss zu öffentlichen Verkehrsmitteln,,,Freier Eintritt,,,Not accessible,,,,,48.128757,11.596996
47689,Weltladen,Fair Trade,"Öko-Produkte, Grünes Geschäft, Flohmarkt, Fair Trade","Brecherspitzstraße 8
81541 München ‎ 
http://weltladen-muenchen.de/",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Anschluss zu öffentlichen Verkehrsmitteln,,,Freier Eintritt,,,Behindertengerecht,,,,,48.115763,11.590236
47690,Oxfam Laden,Fair Trade,"Grünes Geschäft, Flohmarkt, Fair Trade, Sozialverantwortliches Unternehmen","Türkenstraße 81
80799 München ‎",,Appointment not needed,Kinder erwünscht,No Volunteer Opportunities,Anschluss zu öffentlichen Verkehrsmitteln,,,Freier Eintritt,,,Behindertengerecht,,,,,48.152144,11.577340
48181,Fair-Teiler,Fair Trade,Fair Trade,"Fair-Teiler
Fasaneriestraße, 80636 München ‎ 
http://foodsharing.de/fairteiler/anzeigen/225",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.158096,11.542965
48717,FAIR Handelshaus Bayern eG,Fair Trade,"Fair Trade, Gemeinnützige Einrichtung","Kontaktdaten:
FAIR Handelshaus Bayern eG
Dr. Markus Raschke  -  Vorstand
Alte Kreisstrasse 29  -  85778 Haimhausen-Amperpettenbach
raschke@fairbayern.de
www.fairbayern.de  -  www.faire-geschenke.de
Tel.: 08133-917807
Fax 08133-6744",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.313356,11.544113
48718,Fair Trade Shop,Fair Trade,"Grünes Unternehmen, Fair Trade","Kontaktdaten:
Stachus Passagen
Karlsplatz, 1.UG
Sonnen-Passage
80335 München
http://www.fairtradeshop.com/
info@fairtradeshop.com
Tel.: 089-550 676 40
Sie suchen ein Kauferlebnis mit Genuss und der Gewissheit, zu einer gerechteren Welt ein wenig beizutragen? Dann sind Sie bei uns genau richtig.
Wir präsentieren Ihnen in der Münchner City über 1.000 Artikel aus Fairem Handel sowie größtenteils ökologischer Herstellung. Neben Fair Fashion-Produkten und kreativen Geschenkideen finden Sie ausgesuchte Lebensmittelspezialitäten wie bio-faire Zotter-Schokoladen, Hochlandkaffee aus Mexiko, Tee mit tropischen Aromen oder edle Weine.
Neu sind die beanarella Kaffeekapseln, die wir mit den dazugehörigen Maschinen anbieten. Es sind die weltweit ersten Kaffeekapseln, die zu 100% biologisch abbaubar und kompostierbar sind. Der Kaffee stammt aus Fairem Handel und biologischem Anbau. Mehr Infos finden Sie unter http://www.fairtradeshop.com/lebensmittel/beanarella.html
Besuchen Sie uns in den Münchner Stachus Passagen.
Wir freuen uns auf Sie.",,Appointment not needed,Kinder erwünscht,No Volunteer Opportunities,Anschluss zu öffentlichen Verkehrsmitteln,,,Freier Eintritt,,,Behindertengerecht,,,,,48.139180,11.565092
50656,Baobab Social Business GmbH,Fair Trade,Fair Trade,"Innovative Produkte mit einem sozialen Unternehmenskonzept zu vereinen war von Anfang an unser Antrieb. Um damit positive Wirkung zu erzielen, wo sie notwendig ist. Und sich dabei nicht auf Kosten anderer zu bereichern. Das ist Baobab Social Business mit seiner Marke BAOLA.
Wir wollen unseren gemeinnützigen Beitrag leisten, um den Bedarf an klassischen Hilfsmaßnahmen für Länder mit Entwicklungsbedarf langfristig und nachhaltig zu reduzieren.
Wir unterstützen und initiieren Bildungsprojekte über fairen Handel und bewussten Konsum. Potentielle Fairhandelsproduzenten stärken wir bei dem Aufbau von Kooperationen. Unsere fair gehandelten BAOLA Produkte aus der Frucht des Affenbrotbaums erwirtschaften die dafür notwendigen finanziellen Mittel.
Kontaktdaten:
Baobab Social Business GmbH
Tizianstraße 3
D - 80637 München
www.baobab.org
info@basobu.de  
Fon +49 176 32049883",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.162658,11.531755
47439,Wochenmarkt Haidhausen,Farmers/Local Market,Wochenmarkt,"Dienstag  08.00 - 12.00 Uhr
Tuesday   08.00 - 12.00 Uhr",,Appointment not needed,Kinder erwünscht,No Volunteer Opportunities,Anschluss zu öffentlichen Verkehrsmitteln,,,Freier Eintritt,,,Behindertengerecht,,,,,48.128593,11.594543
47440,Wochenmarkt Au,Farmers/Local Market,"Wochenmarkt, Öko-Landwirtschaft/Permakultur !!!!!überprüfe ob permakultur","Local market
Mo , Di 	geschlossen
Mi 	08:00 - 13:00
Do , Fr 	geschlossen
Sa 	07:00 - 13:00
So 	geschlossen",,Appointment not needed,Kinder erwünscht,No Volunteer Opportunities,Anschluss zu öffentlichen Verkehrsmitteln,,,Freier Eintritt,,,Behindertengerecht,Mariahilfplatz,Munich,,81541,48.125494,11.583374
47442,Wochenmarkt Au,Farmers/Local Market,"Wochenmarkt, Öko-Landwirtschaft/Permakultur","Mo , Di 	geschlossen
Mi 	08:00 - 13:00
Do , Fr 	geschlossen
Sa 	07:00 - 13:00
So 	geschlossen",,Termin nötig,Kinder erwünscht,No Volunteer Opportunities,Anschluss zu öffentlichen Verkehrsmitteln,,,Freier Eintritt,,,Behindertengerecht,,,,,48.125494,11.583374
47444,Wochenmarkt Haidhausen,Farmers/Local Market,"Wochenmarkt, Öko-Landwirtschaft/Permakultur","Dienstag 08.00 - 12.00 Uhr
Tuesday 08.00 - 12.00 Uhr",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,Weissenburgerstrasse 2,Munich,,,48.128593,11.594543
47447,Viktualienmarkt,Farmers/Local Market,"Wochenmarkt, Öko-Landwirtschaft/Permakultur, Organische/regionale Kost",Traditional Bavarian market,,Appointment not needed,Kinder erwünscht,No Volunteer Opportunities,Anschluss zu öffentlichen Verkehrsmitteln,,,Freier Eintritt,,,Behindertengerecht,,,,,48.134991,11.576757
47448,Elisabethmarkt,Farmers/Local Market,"Wochenmarkt, Öko-Landwirtschaft/Permakultur",Der Markt ist nach der österreichischen Kaiserin Sissi benannt und bietet auf rund 3.000 Quadratmetern das komplette Spektrum von Obst und Gemüse über Fleisch und Geflügel bis zu Feinkost und Imbissen.,,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.156861,11.574215
47449,Wochenmarkt Neuhausen,Farmers/Local Market,"Wochenmarkt, Öko-Landwirtschaft/Permakultur","Donnerstag 10.00 - 19.00 Uhr
Thursday     10.00 - 19.00 Uhr",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.151786,11.533649
47450,Wochenmarkt Untersendling,Farmers/Local Market,"Wochenmarkt, Öko-Landwirtschaft/Permakultur","Samstag 07.00 - 13.00 Uhr
Saturday 07.00 - 13.00 Uhr",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.112474,11.548133
51494,Genussgemeinschaft Städter und Bauern,Farmers/Local Market,Wochenmarkt,"Kontaktdaten:
Genussgemeinschaft Städter und Bauern
Zeppelinstr. 16
81541 München
http://www.genussgemeinschaft.de/
petrawaehning@t-online.de
Tel.: 0174-9908876",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.126505,11.581848
52815,Bauernmarkt Ottobrunn,Farmers/Local Market,Wochenmarkt,"Kontaktdaten:
Ottobrunn
Bahnhofsplatz
Mittwoch: 10.00 -18.00 Uhr
Bauernmarkt München e.V.
www.muenchner-bauernmaerkte.de
info@muenchner-bauernmaerkte.de 
Telefon (0 89) 55873450
Telefax  (0 89) 55873-470",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.062952,11.679282
52817,Bauernmarkt Harlaching,Farmers/Local Market,Wochenmarkt,"Kontaktdaten:
Mangfallplatz
81547 München
Mittwoch 14.00-18.00 Uhr
Bauernmarkt München e.V.
www.muenchner-bauernmaerkte.de
info@muenchner-bauernmaerkte.de
Telefon (0 89) 55873450
Telefax (0 89) 55873-470",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.097780,11.581639
52818,Bauernmarkt Au,Farmers/Local Market,Wochenmarkt,"Kontaktdaten:
Mariahilfplatz
81541 München
Mittwoch: 7.00 - 13.00 Uhr
Bauernmarkt München e.V.
www.muenchner-bauernmaerkte.de
info@muenchner-bauernmaerkte.de
Telefon (0 89) 55873450
Telefax (0 89) 55873-470",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.125438,11.584117
52819,Bauenrnmarkt Theresienhöhe,Farmers/Local Market,Wochenmarkt,"Kontaktdaten:
Georg-Freundorfer-Platz
80339 München
Donnerstag 10.00-18.00 Uhr
Bauernmarkt München e.V.
www.muenchner-bauernmaerkte.de
info@muenchner-bauernmaerkte.de
Telefon (0 89) 55873450
Telefax (0 89) 55873-470",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.134332,11.538402
52820,Bauernmarkt Laim,Farmers/Local Market,Wochenmarkt,"Kontaktdaten:
Fürstenrieder / Agnes-Bernauer-Str.
80687 München
Freitag 7.30-13.00 Uhr
Bauernmarkt München e.V.
www.muenchner-bauernmaerkte.de
info@muenchner-bauernmaerkte.de
Telefon (0 89) 55873450
Telefax (0 89) 55873-470",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.139573,11.502889
52821,Bauernmarkt Lehel,Farmers/Local Market,Wochenmarkt,"Kontaktdaten:
St.-Anna-Platz
80538 München
Donnerstag 11.00-18.0 Uhr
Bauernmarkt München e.V.
www.muenchner-bauernmaerkte.de
info@muenchner-bauernmaerkte.de
Telefon (0 89) 55873450
Telefax (0 89) 55873-470",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.140189,11.588044
52822,"Bauernmarkt Maxvorstadt, Pinakothek der Moderne",Farmers/Local Market,Wochenmarkt,"Kontaktdaten:
Pinakothek der Moderne
80333 München
Samstag 7.00-13.00
Bauernmarkt München e.V.
www.muenchner-bauernmaerkte.de
info@muenchner-bauernmaerkte.de
Telefon (0 89) 55873450
Telefax (0 89) 55873-470",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.147606,11.571178
52823,"Bauernmarkt Maxvorstadt, St. Benno-Kirche",Farmers/Local Market,Wochenmarkt,"Kontaktdaten:
St. Benno-Kirche
80335 München
Dienstag 10.00-18.00 Uhr
Bauernmarkt München e.V.
www.muenchner-bauernmaerkte.de
info@muenchner-bauernmaerkte.de
Telefon (0 89) 55873450
Telefax (0 89) 55873-470",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.151686,11.552274
52825,"Bauernmarkt Maxvorstadt, Zieblandstraße",Farmers/Local Market,Wochenmarkt,"Kontaktdaten:
Zieblandstraße
80799 München
Dienstag 11.00-18.00 Uhr
Bauernmarkt München e.V.
www.muenchner-bauernmaerkte.de
info@muenchner-bauernmaerkte.de
Telefon (0 89) 55873450
Telefax (0 89) 55873-470",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.153887,11.566061
52826,Bauernmarkt Schwabing,Farmers/Local Market,Wochenmarkt,"Kontaktdaten:
Fritz-Hommel-Weg
80805 München
Samstag 7.00-13.00 Uhr
Bauernmarkt München e.V.
www.muenchner-bauernmaerkte.de
info@muenchner-bauernmaerkte.de
Telefon (0 89) 55873450
Telefax (0 89) 55873-470",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.172790,11.595426
52827,Bauernmarkt Obermenzing,Farmers/Local Market,Wochenmarkt,"Kontaktdaten:
Rüttenauer Platz
München
Freitag 7.30-13.00 Uhr
Bauernmarkt München e.V.
www.muenchner-bauernmaerkte.de
info@muenchner-bauernmaerkte.de
Telefon (0 89) 55873450
Telefax (0 89) 55873-470",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.162869,11.448956
52615,Ulrikes Gärten,Garden,Garten,"Kontaktdaten:
Ulrikes Gärten
Ulrike Widmer-Thiel
L7 Planer & Architekten
Welserstr. 25
81373 München
http://www.xn--ulrikes-grten-jfb.de/
ulrikewidmer@hotmail.com
Tel: 089-7211448",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.122201,11.533746
52616,Ulrikes Gärten,Garden,Garten,"Kontaktdaten:
Ulrikes Gärten
Ulrike Widmer-Thiel
L7 Planer & Architekten
Welserstr. 25
81373 München
http://www.xn--ulrikes-grten-jfb.de/
ulrikewidmer@hotmail.com
Tel: 089-7211448",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.122201,11.533746
51472,Münchner Gesellschaft für Stadterneuerung mbH (MGS),Gentrification,"Grünes Gebäude, Gentrifizierung","Kontaktdaten:
Münchner Gesellschaft für Stadterneuerung mbH (MGS)
Haager Str. 5
81671 München
http://www.mgs-muenchen.de/
mgs@mgs-muenchen.de
Tel. 089.233-339 00
Fax 089.233-339 89",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.127086,11.608509
51476,Recht auf Stadt,Gentrification,Gentrifizierung,"Kontaktdaten:
Recht auf Stadt
Thomas Scharl
Landsberger Str. 137
81241 München
http://rechtaufstadtmuc.wordpress.com/
rechtaufstadtmuc@yahoo.de",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.140053,11.530243
